Sno,User,Rating,Review
546,Renuka Thakur,1,If you want to play a *truly biased* game then only you should download it. Whenever you pass your opponent's token surely they will get that exact no which will cut off your token! Same happens when you are in your opponent's area. Also opponents will get 4 5 6 and you'll get 1 2 3 and you'll gett a 6 is once in a blue moon!!! Highly disappointed.
547,Vijay Kodakkat,1,"This app is not good. When playing the bot got more sixes but the players got less sixes , the players got ones or twos more . This is not good as we thinking. Don't download the game. But this is good only for playing with human , don't use bots in your play. Most time, the bots are ate me when we are at the finishing point. It breaks friendship and relationship, and makes fights. So dont download. The technology used in the game is not good..."
548,Abhigyan Anand,1,"Worst gaming experience ever. The game is biased. It simply targets one user as easy target and keeps on giving him 1 constantly to make him lose. Contrary to all the odds, if by chance that person is about to win sometimes, the other player can even get 6 6 5 if that cuts the former's token. Worst app programming ever. My strategy is what most people follow and I play according to absolute logic and common sense and still I haven't won a single game in ages. My suggestion: UNINSTALL RN"
549,Ankitraj Mishra,2,2 stars for look and feel. The algorithm sucks. 99% of the time we can predict when we or the opponent will get six or other no to hit the token... You will get the first six when your opponent is just behind your house. Or vice versa ...this looks likes fixed match This comment comes from me when I am at level 11 with daily login and daily gameplay. Don't tell me the dice numbers are random. Fix the algorithm first.. and why the hell there is no option of getting 3 times six in a row.?
550,Navdeep saini,1,You should start 5-6 player game also. Due to your policy of only 4 players in friends game.. our squad has faced a serious repurcussion. One of our friend minal has left our group in anger because we were not able to play game with her. This game has caused 2 nd mahabharat in our squad..please do something..and tell minal to join the squad group.
551,Archana Sharma,5,That's a wonderful game and also responds very quickly and nicely I spend my free time and when I get bored with ludo King 👑🤴 only
552,KarmVeer Singh,1,Algorithm on win or lose You can tell the algorithm on the start of a game this is garbage atleast provide fairplay.
553,Lokesh Meena,1,"Very poor..... My win streak was 92, Suddenly it became 2. And now it's started again from with 1. I logged out and login again and again, but all in vain. Also there is no importance of coins and diamonds. No matter how many coins you earn, but anyone can defeat you."
554,Santhosh Shetty,1,"After few games, you can predict the move. First fix algorithm. And f****ing every day some around 10.30pm to 11.30pm your game is under maintenance. This is ridiculous, we get time same around to play. Initially it was feeling nice to play the game, now feel like ............not to........ Important thing is that it's not a fair game....... Only higher level rankers will win and not others...."
555,prithvi akhil,3,"The game was great. During this quarantine me and my friends were enjoying this game. The game graphics , music,emotes,etc was great. But I didn't like some things . That we can make only 10 buddies for extra buddies why we want to give money? And in game description You told us that there will 2-6 are able to play this game. But I didn't see that mode?. Please Answer. Thank you \U0001f60a"
556,Karishma Bhadola,1,"I am not able to join a room with my friends and neither are they able to join my room. Even though our Game version is the same.. and The codes are still not working properly! Very poor gameplay in Play with friends mode; Also if this is the game we can play with our friends and family, why are we not able to join a existing room. Please fix this"
557,Jashandeep Singh,1,"My buddies are just gone , what's wrong with this game ? , Can't you fix this ? This is biggest problem with this game , and please add audio chat option too , like other games , maybe this can help to improve your game Another problem is adds , there are lots of adds after every match , please try to fix this issue Sometimes the request send my another buddy is not accepted by another one , it always show mismatch of version which is totally wrong , please try to fix this problem too"
558,Jyotishka Mandal,1,The number which is required at last never comes. I was just one place far from winning but one never came on dice but for my opponent completed one round and won at last. Atleast the probability of getting that number is 1/6 but my 15 throws didnt give 1. Not once or twice but 6times!!!!! I lost nearly 95000. Sometimes opponent keeps on getting six and gets the number to cut my player. Total waste
559,Anthony Sesay,3,Everytime I try to play the game it is always making me lose it tells me it is looking for an internet connection when the internet connection is working just fine the same thing happens to my wife. I have lost 10 Million because of what has happened and I bought that 10 Million. I WANT A REFUND IT HAS TAKEN THE VIRTUAL MONEY AWAY FROM ME THAT I HAVE BOUGHT!!! Please get back to me adress this issue and fix it! Thank You!
560,Khushi Saxena,1,"This game sucks... the computer selects a winner and a looser at the start ... everything is in favour of 1 player while there is a player who gets cut all the time ... probability is nowhere ... throughout the game we get a lot of ""1"" but at the end we get stuck at ""1"" which is required to win ... at that time we get a couple of sixes ... could have given 0 if possible .."
561,Isha Bhandari,1,I have been using the app from a long time but recently it's completely rigged. Numbers in the dice are not random at all. Seems that it's favouring one person . I have lost more than 20-25 games in a row . Have uninstalled the game and installed again . Now planning on uninstalling again. This should give a real time experience . Totally disappointed.
562,Nadeem Natrajan,1,"Clearly, the game tries to bring the match close and match the opponents. This is no fun. It takes the fun ourmt of the game. If you play with a person at a higher level, you win and if you play with the person at a lower level, you lose. It's made to look so obvious. There is no randomness to it."
563,swetha Vaddadi,1,"When none of my pawns are out, others pawns are almost entered the safe home. Seems completely biased and algorithms needs to be rewritten."
564,Jayant Parihar,1,Version are not same for Android and IPhone. So friends can not play Ludo with each other with different phone. Pls make same revision for IPhone and android. Otherwise remove revision restriction.
565,Ankush Singh,3,Overall game is good but there's huge issue of connectivity through the network. Most of the time the app opens but we are not able to play online or with our friends as it most of the time shows server issue although i try it with my wifi or mobile data. Also there are certain rules which needs to be updated for the game to be natural. But the connection issue is the major one. Please make necessary updates as soon as possible.
566,Tom Woods,2,"It's fun and competitive when playing with friends... however, whatever ""random"" dice generator they have programmed feels incredibly cheap and bias and in favour of your opponent, even if it is random, it certainly doesn't feel like it. It's hard to explain but it definitely feels unfair and looking at the other reviews I am glad it's not just me that is experiencing this"
567,Vamshi Krishna,1,One of the worst game in google play. It itself declares best game on google play but surely it's a stupid game I have ever seen\U0001f620. The dice is totally useless. When we want a number we dont get it but the opponent easily eat us. So I request to please improve it or don't post that it is the best game on google play.
568,Arshad km,1,"The game is biased. Dice algorithm is designed just to make the game more 'dramatic' and look interesting. If I cross anyone's house, it make sure that enemy gets 6 and release the token, and chase ours. If you have only one token remaining and you have all chances of winning, game will make sure opponent also reaches finishing point to increase your heartbeat. I am sure all have felt the same about the game, seeing others reviews."
569,Popat Bhosale,1,"It's been may be a week since I installed the app. Every single time at around 10 O'clock in the evening I go on try to play with friends online, it says Server is under maintenance. Now I'm not sure what kinda incorporates schedule their game servers for maintenance 7 days in a row at a user inconvenient time. Also the game is far more chance based than I had imagined. Skill has almost nothing to do with at a particular stage of gameplay. Like the beginning and the end. This sucks!!"
570,Liam Collins,1,"Absolutely fixed. Once I made a purchase for coins to complete missions, every single time I pass a player's home square, every single time they get the exact number they need to lift my token. Even if they don't have a token in the home square they'll get a 6 right away followed by the exact number they need to lift my token. I want my purchase refunded right away."
571,Ruqaiya Tanzeem,1,Very disappointed with this app when you're giving us feature that you can share room code to WhatsApp then why does it have to start again and again with only just minimizing it. I'd have given it zero star if there were option for that. Now it's stopping all of sudden. I'm in the middle of a game an after a few seconds the app stops. This is the worst app ever. Won't suggest any one to download this waste of data. And surprisingly the developer don't give damn. Going to uninstall it right now.
572,Vinay B n,1,"F***k this app developer. Worst app you will ever see. Don't deserve a single \U0001f31f. Even if I roll the dice 25-30 times I can't get 1. Nowadays even opponents get 1 easily to win when they roll the dice. Also I won't get the number I want to hit opponent player. But most of the time they will get the number to hit me. It happens in 2 players, 4 players. There is no algorithm. It is biased towards the players who have played less matches. Also when we play for 5k,10k matches 99% of the time we lose"
573,venkat bhel1987,1,The Game is really fantastic and interesting.but at the time of win we are facing some problems.The five lifeline chances are moving automatically and we are out of the game.we are losing many coins due to this problem.so rectify this problem. Otherwise we cannot play this game.If you did not rectify this problem means through Facebook and WhatsApp we will send messages to others to uninstall the app.so that your rating will be affected.
574,Jatin Rout,1,"Worst experience. I am trying to play with my friend every evening and always getting error"" system under maintainence"". Now a days ludo king is not giving any service to its customers. It is only concentrating on earning money and on ads. Guys unstall this and use some other app which is better than this. If ludo king see this comment they will only say sorry for the inconvenience. That only they can say. Worst experience."
575,Sachin sehrawat,1,"Such a sucking game it is ! My level got promoted recently and after that only mine ludo pieces are not opening dont know whats wrong with my dice, while other's ludo pieces goes inside the winning corner while my 4 pieces remains inside,if by chance any of my ludo piece get open , it again goes inside after a few momments which really really sucks ! Developers should do something in this regard as this is getting worse day by day."
576,Mitali Shrivastava,5,I love this app.. it binds my whole family together in the of difficulties. So I give you Thumbs up for all the efforts to the entire team.
577,Priyanka Malakar,1,Too bad this game because in most of my cases all the coupons go into the main court before everyone but walk away without winning and after a while the others participants win...😡😠😡😠😡😠
578,Sana Khan,5,Game is awesome but need more update like voice calling on play with freind option after that it will be double awesome.
579,Anushka Sharma,1,"This is a terrible game\U0001f621...earlier it used to be much better , much fun, the dices was rolled accordingly ( random)doing no discrimination but now it's so unfair...i played 4,5 times in a row nd lost all the games,in what world is that possible?? Are they paying you more or something like tht? This game seems to favour those who have higher coins. And how can a person earn more if you don't let them win even once..Extremely disappointed \U0001f623\U0001f614This is disgusting..."
580,Ancy Diana,1,"Very worst game ever seen. In starting time i played continuously so everytime I won the match after that now a days am playing frequently I lost the match. I was waiting for the Dhayam and the opponent person put 6 and round the full board and won I was waiting for Dhayam. Now a days I don't have chance to cut the opponent coin,they only cut my coins more than 10times. Very very worst game."
581,Chayna Ray,1,Connection problem is too annoying. Always looses connection while playing the game.
582,Garima Singh,1,"Worst online game ever played in my life. I m rating this game 1 star because i can't have 0 to rate, if there was a 0 then i had definately rated it as 0. It supports only one player who had win the previous matches and that also because of this fake game. Don't waste time on it u should try another online game instead of this J2 game."
583,Arshad Ali,1,Most irritating and worst app. Game will struck in between for 2-3 minutes which leads you to loss the game.
584,Reshma Shaik,2,I don't know how this game works. It's like always my opponent wins!always!its really sucks!hating this game nowadays
585,RINKU LAKHANPAL,1,I install this game on 5 -1-2020 and running good but it feel biased i lost 6 match back to back . Some time very hard to get 6 and other players get 6-6-6 multiple times. So i uninstall it. After a month again i install but same thing happened no change done on game fully biased and froud so i uninstall it . Few weeks later again install it but same result i won 2 matchs after that i lost 7 match back to back and lost all coin . Losing match back to back not motivate in positive way so uninstal
586,CHOKSTAR,1,"Biased Algorithm I played more than 15 matches. Everytime, by some magic, the first person to get the 6 for the first time wins the game. I have won 3 times and I have seen, the end result is always the same. Such flawed and Biased algorithm. So first, someone gets the 6 ramdomly, from there, the algorithm just magically let that person win. I won magically. All my opponents had all their pieces reached their final 5 block before the Home. 2 of my pieces were outside. I magically won that game"
587,Mohammad Tahir,1,Never seen this kind of distractions on connecting server. For the whole day it was showing the same. You can only play with the computer that too you itself will win always. It doesn't interested. When you connect to play with your friends I don't know it is possible in this planet. I never played a single game with my frnds using the code via online. For offline it is okay.
588,Mehwish Zuhair,3,I personally think that it's a good game over all....if we talk bout' the algorithm and the maintenance it's literally the best! But sometimes if feel like I ain't getting suitable number for my game and the opponent is getting the best number..I really don't know what's happening! Best game! But fix this problem. Thankyou.
589,alice goes,1,"Very biased game. Disgusting! Clearly the computer pre decides the winner, if the opponent is of a higher level, no matter how far they are dey win. I need 1 to win and my opponent had 3 coins outside. But my opponent won and i dont understand how. It happens with all the games. Me, my family and friends are gonna uninstall the game."
590,P.S.P Gaming,1,"Worst game ever! Whenever I play online , this game shows internet connection problem but my internet connection is fine with high speed. But this game shows connectivity problem. So I wait but nothing happens and after sometime it automatically left the match. Due , to this I lose continuously by the last 2-3 days. My money decreases from 70,000 to 2,000 due to this. Pease don't download this poor game. There are many other ludo games that you can download."
591,Mayur Kamde,1,"I enjoyed playing this game before but now it's like the enemy get the exact numbers which they want, every body is at the end of the game and I'm still inside and when it gets out one of the enemy kills me and it's been constantly happening for days and I've played almost 20+ games in which I've been killed whenever I'm out or either i'm still waiting for 6!!! This game is completely biased.. not fair..!"
592,Parth Doshi,1,"It's fun playing with friends on this app! But the problem is that it keeps crashing on every One Plus device. I have tried playing it in one plus 7, 7t and 8. It crashes inside 2 min. If by then I have started the game I also loose out on the coins. I request the developers to please look into this and update the app with support for one plus devices. Surely a 5 star review post that! Thanks."
593,Tej Deep Singh Sodhi,3,Its the great app but I want to deduct 2 stars because I want if all the four players can talk side by side while playing this game like PUBG which will give the reality effect to this game . The words and expressions of the people after their goti gets cut will be interesting thing . Please give us this audio call feature in next update \U0001f44d\U0001f618.
594,Sandeep Sahni,1,"I must say this is totally biased game as I m playing from 2 month and I mean it. At a particular point of time and step dices are open and for the persons who pay some to bay something, that opening of dices procedure becomes automatically fast...Every step is fixed, every movement of dices are questionable. This game is just developed to earn money nothing more than that.. It's not following at all the game spirit. Google must remove such type of biased games. Only 1 star for this."
595,sharanya raj,1,"This game is a piece of junk. The app crashes 100 times. No matter without playing the game, you are supposed to loose it due to the bug this app has and forever this people will not be able to get it sorted. I did drop a mail, followed all the trouble shooting steps. Inspite of which the app got crashed. I am rating it in a star. Since I do not have an option to rate it Nil. Otherwise this app deserves a big 0. Buddy issue fixed - Maintenance Issue fixed Nothing is fixed. Do not lie"
596,Shebin Shaju,1,"I like this game. The opponents gets the bigger numbers and the exact numbers they wanted, when iam supposed to win i never win. And every time iam the last one to come out; when others are almost to finish. I got angry because of it and almost i cracked my phone. Some stupid people made this game. And they give priority to the paid ones i think. Game is for our opponets, we never wins"
597,Neeraj Singh,1,"Few points for this game: 1) Game is not fair, algorithm built is based on predictable features. 2) Dice number are not random, they are decided by algorithm, and algorithm is too poor. 3) Most of the time servers are under maintenance. 4) You get bored after a week of playing, you can figure out the next move/next dice number, which means games becomes predictable and less interesting. Advice: Hire some good programmer. hence leaving the game after a week."
598,Jadish Mitter,1,This is so biased. I am very disappointed with the fact that it only makes the opponent win and even if my tokens are all in only one is out then also the opponent will win. This happened to me more than once every time I play online I kept on losing. Very very disappointing
599,Ananya Likhdhari,2,"The experience was good before. Now it seems as if the dice does not rolls out a random value, the game is biased. It seems as if the winner is decided before the game starts on the basis of paid and unpaid players and dice gets rolled according to the defined algorithm. This has happened continuously for more than 10 times. Its irritating to see this happen manifold."
600,Arun Pahadi,1,Sucks.. While I open the app to play I don't know how my friends profile getting login in to my device and he has been logging out in the middle of the running game from his device? Although we never logged in to our devices from each others ID's. Cons. * Drainage of battery is so fast. * Heating issue. * Privacy concern issue. * Auto logout in the middle of the game. * Dice roll algorithm sucks. * so many inappropriate ads. * Bugs needs to be fixed when it comes to online gaming.
601,Pankaj Kumar,1,"Fraud game. Every time at the end it will need no 1. Opponent players have 3 and 4 remaining and still they will won the game but you will not get no 1. It's a fraud and waste of time. Not deserve single star. That's why they do advertising too much and have 80 percent fake reviews by paid reviwer. Don't waste time to install this app. I am going to uninstall right now. How can be possible, need dice no 1 and other opponents have more the 3 remaining , still you will lose the game."
602,Harsh Parmar,1,"I am uninstalling this game. This game is broken always have issues. I have faces glitch many times. And it seems they have fixed the pattern of the dice. When your token or other player token is there, your dice will always get that number so you can kill his token. Game should be unpredictable and without any 3rd party control over it. Why at the end all players needs only 1 to win? And Who has only one token to get in, he never wins. Make it free same as we used to play when we're Young. \U0001f611"
603,Aniket Khadapkar,5,"It's good timepass, but I have faced a weird problem. I was playing online and guy on the other side was playing veru very slow intentionally for me to run out of patience. Used to play dice at the very end of time. While reporting such douchbag I needed an other option where I can describe the problem."
604,Sunil Bestha,1,"Something has changed all of a sudden. Game looks biased since last few days. Just One 4 player game went for almost 1 hr 30 min, because the opponents get exact numbers including 6 to kill the other players. We are shocked to see the same thing happening 10s of times in just one game. Also when I play online I used to win but now in just 2 days I lost kinda 10 games straight, loosing almost 4 lakh coins. How can that happen all of a sudden, some bots involved ? Uninstalled the game............"
605,nishant patni,1,"I suppose after updation, there is lots of bug in software. I got 28 times 1 and never get 6 first time when opponent kill my token. When I kill his token he gets 6 very first time. I observe this fraud when I killed his token 4 to 5 times and every time he was getting 6 in very first chance. Before updation it worked fine. I suppose.... You resolved the previous bug but introduced new more bugs or else regretion testing has not been done upto satisfactory level."
606,Saurabh Singh,1,"I think the algorithm or programming is very horrible. It will never let you win online, if you are sure shot winning then it will give network error and you will be out of game or the opponent get exact number that will kill your token, even if it is 6 and 5 together. Very poor game. Uninstalling"
607,syed sufwan,1,"It's a biased game. When you don't have enough coins to join any game then we have to watch ads or buy coins. To make sure we need to watch ads or buy coins, it doesn't allow us to win any games as the opponent gets the number which they need and we will not get the required number. This happened for around 10 games to me. So, it definitely looks like a strategy to make users watch ads or buy coins."
608,Sakthivel Udayakumar,3,This is a good. Nowdays people are playing this game more and there arises the problem sometimes the joining in room by using code are not working properly. Suddenly a unkown ID joins in the room and even takes two positions(tokens) in the game. This makes us think that is this game is hacked or something else. Players in online has more win streaks that i have never seen before since i used to play this for years. Make it right it will be fun again!!
609,Hemlata Ranwa,1,"Please add zero star option...i need to give it zero star..biased game..time waste game...irritating game...When I drove the dice 30 times, then ""1"" comes only 2 times...While ""1"" should have come five times. .....biased due to....\U0001f447 (1). Number 6 comes only 2 times continuously always (2). Some times If a player is ahead by 6,6,4 Then another player will also get 6,6,4 and the token will be hit. (3). When all tokens are one behind each consecutive Then nothing except 6 and 5 comes on the dice."
610,Yogesh Umaranikar,1,Every now and then the game is crashing when playing with online players ... Even updating from play store...
611,krits3112,3,"I'm giving you 3 star because this game is helping in ensuring some time pass with friends and good moments, but seriously, you don't deserve it. Firstly, I really doubt that the dice roll is completely random, if the opponent is left with one piece then my pieces final reach the home lane and then the opponent wins, I mean why do you keep the other party engaged! Secondly, I think that your code has some grudges against me, seriously man, this is not done, everyone beats my pieces."
612,Gurleen Kaur,1,"Game is bias because whenever you are playing the game online , also you are playing good and just one step to win while another player who is not even closer to thier house gets the number on the dice which they want and win , atlast you lost with just one step. It happens with me everytime I play online."
613,sanket chaugule,2,"The game is fun to play but  When you want 6 it never comes when you want 1 it never comes and from the opponent side it comes like anything whenever he/she needs. you cannot win, it makes you lose every time you are on the streak of 2 or even 1. And if you get a chance to kill your opponent's pawn it's very hard to get that number. Please provide us a FAIR gameplay or if you are unable to do this then remove this game. \U0001f620#JaiLuudoJi\U0001f64f"
614,Rajkamal Chaubey,1,"Wrost game ever , some players never get the desired number while the same time other opponent get all the desired number in game. There is a bug in game , if you play multiplayer game suddenly your connectivity is interrupted and next you are not able to play. And game is end and you are lost the game . This is happening again and again while my mobile network is working fine. This issue need to be fix as soon as possible."
615,Asah Ideana,1,"Sometimes I lost my internet connection, and then I have to close and restart the game. This is happen not only in once time, but more and more until my stars power empty. When play with four player, just only one player can play with normal playing without lost the power. When this player have rolling dice, his token can move many times at the same time, no matter he have 6 number or not. I thing someone use cheater for this game."
616,Paper Shredders,1,"Dear Developer, I have a question for you. Why can't you put random number algorithm in this game. Whenever I come close to my opponent, I eat from him. This shows that if you get close to the opponent, you are sure to eat. Sorry, but it's not interesting, instead it depresses me to my core and demolishes me. The dice are completely biased. If I could give you a 0 rating, I would. In truth, I'm fed up with my sh *** y game. Please improve the game."
617,Sukanya halder,2,"It is a fraud game. The player with high number of coins or higher in level always wins. The loser always gets lower number on dice throws while the winner gets 6-6-5 most of the times. Dice is biased. Rather it is based on algorithm. There is no strategy you can use of your own. If you do all your tokens will be crossed, the game makes sure it totally makes you a loser. This is my review just before uninstalling the game."
618,Ronak Harpawat,2,What the hell is wrong with your game. It's crashing again and again. I lost 7L out of 8L. I have a superb internet connection. But it shows no connection. That no connection appears only after starting game. At the very 1st place if there is no connection it shouldn't connect me to other online players. But it does. And after game starts it shows no connection. I am facing this issue from last three days. Please help me and look into the matter. Else I have to stop playing your game.
619,Avneet Kaur,1,"I have played this game many times. And i have understood that the makers have made the algorithm to attract more players. Newer the player, more the dice favours the player. The developers have killed the essence of the game..which is lucky roll. No longer there is any luck involved in this game. Algorithm makes sure that one player is favoured in the game. No longer feels like Ludo."
620,Nitin Pattanayak,1,"This is probably third or fourth time I'm uninstalling this rubbish game app, thought of downloading all the times that may be these scumbags might have changed the control and given to the players. But, again I'm wrong all the algorithms have already prefixed and I'm challanging the developer to play with me and I'll predict that what number will come next and who's gonna win. Just waste of time, don't know how come people are playing such game."
621,Sivajini Kathiresu,1,"Full Bias & scripted. When ur 2 pawns are in consective boxes. You will never get one. Even if u want to have one to cut opponent. In the same way, if ur pawns are with one Gap, you will never get2. The Game were never allow you to keep 2 pawns in one place ezcept in special boxes. So game numbers are 100% depended not random. Game is controlled by them. Funny! Can App developers say No? But, I'm ready to prove.It's a open challenge to the developers. Why not responding over 10days. I'm waiting"
622,Rising of Hope,1,"If there is any negative marking, i wish to give that to ludo king. Worst game set. No natural numbers.The game always seems like pre-set. Continuously same thing repeating. One person getting 6s like a bundle and other person stucked quarantine at home. Game is good but kindly make it natural, not a already set game. There are to many things repeating always. Kindly solve it. I frustated with this game due to this kind of blunder inside the game. Minus Rating Game. No Good. Unhappy"
623,Ruzveh Dadabhoy,1,"It is surprising that many people despite of giving one star to this game it still shows 4 star on google play store. ...... To talk about the game if there were negative star i would be glad to give the same to this game. ...... WARNING: Dont waste your time playing this game. I played lots of games with online players. The game is good looking, works good online but there is one major flaw in the game...... The rolling of dice is not in your hands. Which means that winning the game is not in your hands.If so then why the game waits for us to dice the roll. Straight away the computer should roll it and tell me what it is. Since the control of the dice is in the hands of the app it decides what you will get (12,3,4,5,6).. As a result there will be a point where the app will make you lose purposely. I have seen the case of cheating many times. No matter how smarly you play than the opponent you will end up losing. And this will happen frequently. It comes to a point of frustration level. When you play with a strategy and experience you get paid like this. It is really disappointing.. Now i am at a stage where out of 10 games i am winning only 1. And it becomes very evident that the app is making you lose purposely even though the opponent is novice user or even expert than you..... I really wished if this game had dice control in out hands rather then the app decides what i will get. Once they correct this then this game will become more fun and interesting."
624,xyan hell,1,"Who on Earth set the algorithms for this game, world most irritating and frustrating game. Come on, everytime i need 1 to win and all my 3 opponents are at their bases but just to get the 1 i have to wait until all the 3 come out from their respective bases and then what i see out of nowhere a random guy wins. And normally my token never comes out of my base untill someone come from behind and then cut my token and then when i have to run away i get 4-5 series of 1. Such a disgraceful app."
625,Dhinesh r,1,"Have you ever felt like why I am loosing most of the time? First question for you is "" Do you watch ads to get coins?"".. if so you will loose most of the time..... The game profiles you to choose you as looser so that you will end up watching more and more ads. The face values you get are not random... They are programmed to defeat you... It's in other sense , cheating game... I am never going to play this game anymore...."
626,Sumit Tripathi,1,Disgusting game. I know there is always a win and defeat in a game and you also can't be always the winner. I agree with this point but when you know you are going to be the winner and you tried 1000 times to come over a bad situation but the opposition will get all the numbers to kill you even in a weird way where you haven't ever imagined someone will come and you are waiting for a good dice to come but believe me you won't get. Initially you won't get such things. Just be at level 10. 1 perso
627,Kavita Chatar,1,"It's a really bad game design. It's alway obvious that if opponent is closer we will definitely kill it. Even if it requires 2 six and exactly 1 four. Opponent will surely throw the same number and kill my piece.. this is never possible in real game. Have played this game so many times and it had happened several times. It's very biased sometimes. Opponent will get continuously 3 Six, and I got consecutively 7 ones. So unfair.. never possible in real game.. change your algorithm.."
628,SUSHIL SATAPATHY,5,"Great game for leisure but I can not believe myself admitting that it is the best way to get a chance to keep a contact with your friends and family in a real time room experience! Great job by the app developer \U0001f44f\U0001f44f\U0001f44f\U0001f44f\U0001f64f BUT STILL THERE'S A SUGGESTION from my side is to provide a voice chat option in ""play with friends""section so that the game would be more enjoyable. Thank you"
629,arijit das,1,"Its a very biased game. Winning stats are just horrible. I have played this game for 15 times, and that 10 times with my female cousin and one time with my sister and that too today, my winning stat is 1:14 , in total 8 games, and i have loose 14 straight times to them. If your loops and algorithms are set then why do always your priority is given to female players. My female comapanions don't have any stats bt have won just due to bigger case of no . I wouldn't recomend this to any on."
630,Aman Patel,2,"Wierd thing happened to me after I paid to remove the ads. If there is a luck setting assigned to each player, that variable kind of updated to 0 for me and I then lost around 25 games consecutively and dramatically. Before paying I won around twice as much as I lost. After paying I wanted to uninstall the game. Is this some strategy for those who paid already to leave the game since there is no more benifit coming from them. They're just loading up the server. If yes please remove it."
631,Dimple Vaswani,1,Its the worst game i've played...when i'm about to win i suddenly loose all my tokens and yet others win so easilyy.. so unfair
632,taruna c,2,"The game is unfair...makes the game always come to end where everyone is at same level no matter how they went throughout the game. Also, at times when a person just needs one to finish or win his/her game one never comes and the player who still has one round remaining, completes its and wins the game while the other person is still stuck in there and struggle to get one . Otherwise it's all luck!"
633,Pratibha Yadav,1,I am also agree with this....that after updation something went wrong continue I lost the game 19 time whatever the next person want he or she get....and they always win even if I gonna to win but I don't get that thing and if opponent having three dice left ...even than they got victory and I have only one dice i didn't get wht i want.. something really went wrong after updation of the app really worst thing is this....\U0001f621\U0001f621\U0001f621\U0001f621\U0001f621\U0001f621
634,Unnati Singh,1,Sorry unfortunately I gave only single star because of some serious problems in ludo king . I realized that small amount of online matches are able to win easily and properly . But large amount of matches are lost every time . Why is this soo ??? I tried many times and also I lost money . But this problem is not solved Plz solve this problem
635,purnima kanojia,1,Mf game. It has so many bugs. When opt for 4p you only get 3p and the 4th player is invisible. I thought this might be a connection problem but no. It's the game. Even when you win it'll show that you have lost the game and automatically the number of coins get deducted.
636,SAGAR KAMRANI,1,"Worst game ever..totally biased..this game enhances partiality..it favours the one player by more 6s,exact number to cross other opponents and properly the digits to teach the final..from last 20 games either i don't get sixes or everytime I'm crossed..And if by God's grace my all four pieces reach the final I get large number of sixes and never the exact number to clear..Game has started sucking my mind!!Never gonna install it again I swear...worst algorithm witnessed..Negative Rating for you!!"
637,Chetan Akkannavar,1,Frustrating. Automatically goes offline and never comes back.losing games because of connection issue.
638,Shireen Sayed,3,"Terribly biased outcomes,rolls. Absolutely frustrating experience. Please do work on it.you need to review the software inputs asap!!"
639,harish patha,1,It's a very good application with worst logic. I bet there is nothing random but is well written. I'll list out few cases here: 1. How come the dice show up 6 immediately after opponent gets it? It happens almost every time for me. 2. How come dice does not show up 1 which u are waiting for but rolls 6s and 6s one after other for opponent?very random ryt? 3. When ur 3 bots are in home and waiting for 4th pending with just 1 position will never win. Opponent with 3 bots outside will easily do.
640,kiran kumar,1,"Biased Algorithm I don't know what's the reason behind this. Some times I'm favoured getting 6,5,5 consistently making me to win. Sometimes I get only one or two making me lose the game despite the situation is favourable to me. I feel that the dice is not random and is biased towards one player. Even though I enjoy playing game through this app, What's the point of playing when the game is not fare. Hope the developers understand this. I'm giving the review after playing a high number of games"
641,Sneha Naik,1,"Thought to be a good one... But drastically it changed out to be annoying since my tokens was not moving the way I tried to move then, it was as if someone else is controlling my tokens... Worst one to deal with... Wondering whether there is any cheatcode to do so by the opponent? Coz I am not aware about it... Please deal with this annoying issue!!! All the best"
642,Tushar Garg,1,"This app has an algorithm that disregards probability to make the game more interesting and longer so that average time per user is increased. In it, if there is a pawn which can be cut, it's probability should be 1/6 but in the app, it is more so that the game becomes long. Manipulates people who do not have idea about game algorithms or probability"
643,Piya Mane,1,"Certainly not happy with this game as it chooses certain players and are given priority over others and they are always destined to win no matter how many times they are taken down or how far they are from their house. When I'm just one step away from getting into the house , other players overtake and win all the time!!! Algorithm seems to be pretty messed up!!!! Not happy at all!\U0001f612"
644,Sankalp,1,"Biased app. When I play with computer, I win by getting lots of sixes, fives etc. But, when I play online, I always get 1 or 2. And the other player gets lots of six etc. and always kills my tokens by getting the required number. And I always get 1 and get to return home, when the opponent 'kills' my tokens. Very frustrating and disappointing. UnInstalling right away even after having more than 150,000 coins... Life is now lot more happier after deleting this app...\U0001f917"
645,Abhijit shetty,2,I don't think it's all programmed using random number logic. We believe it's a sheer luck when it's not. I have noticed a behavioural occurance of number based on the rank people have and very often noticed this when one nearly reaches to another hut. Bug: Not yet stable at online multiplayer platform. Thrown internet error at the very crucial stage. Tried with different network but the fault was a bug it seems. Arrrrh.
646,Nixon Johny,1,"The game is good. But I dont know why the game is misbehaving. If i has been kicked out of the game (Due to network issue), i'm rejoining to a different game with only two players and can't play the game. And eventually i will be kicked out from the original match, timed out. It happened to me 3 times in a row. I hope developers will fix this problem. Also phone's battery is drained quickly followed by heating up ,when playing. I think it need more optimization for miui 11 (whyred)."
647,preetham Kanvapuri,5,"this game is awesome. it is not written that every game we play, we must win. but this game is based on selection. you have selected whether you have to start a new one or continue. by the way, thank s game needs concentration rather to simply say that it gives our opponent the correct number required to hit us. that doesn't waste our time and moreover it unites families"
